Collection,Box,Position,Stamp,Ballot id,Number of ballots,Required Contests,Possible Contests,Comments
AllBallots,box1,1,,bid1,1,,
AllBallots,box1,2,,bid2,1,,
AllBallots,box1,3,,bid3,1,,
AllBallots,box1,4,,bid4,1,,
AllBallots,box1,5,,bid5,1,,
AllBallots,box1,6,,bid6,1,,
AllBallots,box1,7,,bid7,1,,
AllBallots,box1,8,,bid8,1,,
AllBallots,box1,9,,bid9,1,,
AllBallots,box1,10,,bid10,1,,
AllBallots,box1,11,,bid11,1,,
AllBallots,box1,12,,bid12,1,,
AllBallots,box1,13,,bid13,1,,
AllBallots,box1,14,,bid14,1,,
AllBallots,box1,15,,bid15,1,,
AllBallots,box1,16,,bid16,1,,
AllBallots,box1,17,,bid17,1,,
AllBallots,box1,18,,bid18,1,,
AllBallots,box1,19,,bid19,1,,
AllBallots,box1,20,,bid20,1,,
AllBallots,box1,21,,bid21,1,,
AllBallots,box1,22,,bid22,1,,
AllBallots,box1,23,,bid23,1,,
AllBallots,box1,24,,bid24,1,,
AllBallots,box1,25,,bid25,1,,
AllBallots,box1,26,,bid26,1,,
AllBallots,box1,27,,bid27,1,,
AllBallots,box1,28,,bid28,1,,
AllBallots,box1,29,,bid29,1,,
AllBallots,box1,30,,bid30,1,,
AllBallots,box1,31,,bid31,1,,
AllBallots,box1,32,,bid32,1,,
AllBallots,box1,33,,bid33,1,,
AllBallots,box1,34,,bid34,1,,
AllBallots,box1,35,,bid35,1,,
AllBallots,box1,36,,bid36,1,,
AllBallots,box1,37,,bid37,1,,
AllBallots,box1,38,,bid38,1,,
AllBallots,box1,39,,bid39,1,,
AllBallots,box1,40,,bid40,1,,
AllBallots,box1,41,,bid41,1,,
AllBallots,box1,42,,bid42,1,,
AllBallots,box1,43,,bid43,1,,
AllBallots,box1,44,,bid44,1,,
AllBallots,box1,45,,bid45,1,,
AllBallots,box1,46,,bid46,1,,
AllBallots,box1,47,,bid47,1,,
AllBallots,box1,48,,bid48,1,,
AllBallots,box1,49,,bid49,1,,
AllBallots,box1,50,,bid50,1,,
AllBallots,box1,51,,bid51,1,,
AllBallots,box1,52,,bid52,1,,
AllBallots,box1,53,,bid53,1,,
AllBallots,box1,54,,bid54,1,,
AllBallots,box1,55,,bid55,1,,
AllBallots,box1,56,,bid56,1,,
AllBallots,box1,57,,bid57,1,,
AllBallots,box1,58,,bid58,1,,
AllBallots,box1,59,,bid59,1,,
AllBallots,box1,60,,bid60,1,,
AllBallots,box1,61,,bid61,1,,
AllBallots,box1,62,,bid62,1,,
